parameter,snr,D_true,Dstar_true,f_true,crlb_unbiased_sd,bayes_floor_sd,npe_claimed_sd,npe_achieved_sd,claimed_below_unbiased,claimed_below_bayes
Dstar,10.0,2.4,120.0,0.38857142857142857,3097.231000392281,119.91003409819945,38.353413,10.528976,1,1
f,10.0,2.4,120.0,0.38857142857142857,0.1448163178965605,0.09828299416649389,0.076117516,0.0450563,1,1
D,10.0,2.4,120.0,0.45,0.988234201368201,0.8495365300849715,0.3629741,0.18883404,1,1
Dstar,10.0,2.4,120.0,0.45,2674.4343876403186,119.87938684095532,40.049187,10.092692,1,1
f,10.0,2.4,120.0,0.45,0.1448163178965605,0.09831240349014239,0.06357159,0.039730616,1,1
D,20.0,0.6,10.0,0.02,0.18833287662057077,0.11151092659763469,0.11078914,0.051885568,1,0
Dstar,20.0,0.6,10.0,0.02,100.54146038365253,9.950901081669915,30.779394,4.9579167,1,0
f,20.0,0.6,10.0,0.02,0.12992203127287735,0.06135718877126281,0.06361726,0.016617473,1,0
D,20.0,0.6,10.0,0.08142857142857143,0.2009274546838439,0.13275651775210123,0.14711854,0.057388164,1,0
Dstar,20.0,0.6,10.0,0.08142857142857143,24.694393778440986,9.268860990861896,33.704132,6.551488,0,0
f,20.0,0.6,10.0,0.08142857142857143,0.12992203127287744,0.07416815401687471,0.078806825,0.024550522,1,0
D,20.0,0.6,10.0,0.14285714285714285,0.21532725560285243,0.16173075517471086,0.19315557,0.0743701,1,0
Dstar,20.0,0.6,10.0,0.14285714285714285,14.075804453711358,8.152140276599688,28.392887,7.6620345,0,0
f,20.0,0.6,10.0,0.14285714285714285,0.1299220312728773,0.0898754965904603,0.10530145,0.020498166,1,0
D,20.0,0.6,10.0,0.20428571428571426,0.23195036510181613,0.19088506223356733,0.21641837,0.09172455,0,0
Dstar,20.0,0.6,10.0,0.20428571428571426,9.843219897700253,7.014980773711047,28.281265,9.787689,0,0
f,20.0,0.6,10.0,0.20428571428571426,0.12992203127287738,0.10179385188998664,0.1136111,0.017972874,1,0
D,20.0,0.6,10.0,0.26571428571428574,0.2513547730772602,0.219295287702025,0.27358776,0.09058152,0,0
Dstar,20.0,0.6,10.0,0.26571428571428574,7.5676368030706325,6.034461806599283,31.013426,6.0135965,0,0
f,20.0,0.6,10.0,0.26571428571428574,0.12992203127287755,0.10980294473091717,0.12424459,0.014547947,0,0
D,20.0,0.6,10.0,0.3271428571428572,0.27430223643675516,0.24841530813730733,0.29133296,0.10282359,0,0
Dstar,20.0,0.6,10.0,0.3271428571428572,6.146639499437279,5.236520367522923,31.068846,5.7193837,0,0
f,20.0,0.6,10.0,0.3271428571428572,0.1299220312728775,0.11509937554238964,0.11965002,0.02226816,0,0
D,20.0,0.6,10.0,0.38857142857142857,0.3018606386955886,0.2801722620238902,0.28759992,0.13357516,0,0
Dstar,20.0,0.6,10.0,0.38857142857142857,5.174928107982128,4.595990803775233,33.371563,5.064273,0,0
f,20.0,0.6,10.0,0.38857142857142857,0.1299220312728777,0.11866770327211468,0.116967335,0.0184757,0,0
D,20.0,0.6,10.0,0.45,0.335574943796653,0.3167300759012493,0.30365974,0.18677947,0,0
Dstar,20.0,0.6,10.0,0.45,4.4685093503845525,4.079723493748729,32.126614,7.276717,0,0
f,20.0,0.6,10.0,0.45,0.12992203127287721,0.12114146881092515,0.11064656,0.024608226,1,0
D,20.0,0.6,25.71428571428572,0.02,0.11489311582225653,0.08872206296591795,0.112300605,0.04871162,0,0
Dstar,20.0,0.6,25.71428571428572,0.02,247.40739476720938,25.576511876671518,32.018597,5.0975847,1,0
f,20.0,0.6,25.71428571428572,0.02,0.06435964782706466,0.04162166009007381,0.061575763,0.020291276,0,0
D,20.0,0.6,25.71428571428572,0.08142857142857143,0.12257648126604652,0.09912220273205671,0.16052693,0.0754596,0,0
Dstar,20.0,0.6,25.71428571428572,0.08142857142857143,60.766728539314535,23.681275857249663,33.577984,8.707325,1,0
f,20.0,0.6,25.71428571428572,0.08142857142857143,0.06435964782706462,0.045566065349338075,0.08472727,0.025065271,0,0
D,20.0,0.6,25.71428571428572,0.14285714285714285,0.1313611290901132,0.11276715143302747,0.22138134,0.094597526,0,0
Dstar,20.0,0.6,25.71428571428572,0.14285714285714285,34.6370352674093,20.646572998908788,35.055637,9.92327,0,0
f,20.0,0.6,25.71428571428572,0.14285714285714285,0.06435964782706463,0.05071312355672274,0.09980501,0.025237653,0,0
D,20.0,0.6,25.71428571428572,0.20428571428571426,0.1415021139211273,0.12720735885411136,0.31248268,0.13468792,0,0
Dstar,20.0,0.6,25.71428571428572,0.20428571428571426,24.221702984202306,17.631390727597577,36.46833,10.869087,0,0
f,20.0,0.6,25.71428571428572,0.20428571428571426,0.06435964782706462,0.0547447658699057,0.10378032,0.027466826,0,0
D,20.0,0.6,25.71428571428572,0.26571428571428574,0.15333983940480153,0.14217017860697598,0.3965318,0.17072225,0,0
Dstar,20.0,0.6,25.71428571428572,0.26571428571428574,18.622061971725444,15.082410005132296,36.135784,9.224191,0,0
f,20.0,0.6,25.71428571428572,0.26571428571428574,0.06435964782706466,0.057481925143504434,0.12672883,0.035763394,0,0
D,20.0,0.6,25.71428571428572,0.3271428571428572,0.1673390179491889,0.1583199590837388,0.44679362,0.2290615,0,0
Dstar,20.0,0.6,25.71428571428572,0.3271428571428572,15.125342911532446,13.037207330856,32.468388,12.510566,0,0
f,20.0,0.6,25.71428571428572,0.3271428571428572,0.06435964782706464,0.059296117114591,0.13432872,0.040241,0,0
D,20.0,0.6,25.71428571428572,0.38857142857142857,0.18415111554688765,0.17659679390044394,0.5697818,0.36482206,0,0
Dstar,20.0,0.6,25.71428571428572,0.38857142857142857,12.73420414242989,11.411558047927684,36.348568,14.038022,0,0
f,20.0,0.6,25.71428571428572,0.38857142857142857,0.06435964782706462,0.060518125024792466,0.14222382,0.055550426,0,0
D,20.0,0.6,25.71428571428572,0.45,0.20471864273783874,0.19815669284538956,0.7387381,0.48387408,0,0
Dstar,20.0,0.6,25.71428571428572,0.45,10.995884211875966,10.110300213853728,37.553795,16.790379,0,0
f,20.0,0.6,25.71428571428572,0.45,0.0643596478270646,0.06136457196799155,0.14570591,0.061245173,0,0
D,20.0,0.6,41.42857142857143,0.02,0.10165436515377942,0.08419136261407077,0.10625743,0.05976164,0,0
Dstar,20.0,0.6,41.42857142857143,0.02,543.3144989937123,41.30865505725695,29.788126,7.141709,1,1
f,20.0,0.6,41.42857142857143,0.02,0.05293073709103799,0.037702484467522175,0.060046867,0.022156268,0,0
D,20.0,0.6,41.42857142857143,0.08142857142857143,0.10845240201476306,0.09150442385496493,0.16720995,0.057179637,0,0
Dstar,20.0,0.6,41.42857142857143,0.08142857142857143,133.4456664195082,39.5657340835691,31.9382,7.033592,1,1
f,20.0,0.6,41.42857142857143,0.08142857142857143,0.05293073709103797,0.03918529871201848,0.08642529,0.023875756,0,0
D,20.0,0.6,41.42857142857143,0.14285714285714285,0.1162248241591544,0.10108077305064485,0.21768725,0.1018854,0,0
Dstar,20.0,0.6,41.42857142857143,0.14285714285714285,76.0640298591197,36.38219775005596,39.69863,10.814143,1,0
f,20.0,0.6,41.42857142857143,0.14285714285714285,0.05293073709103797,0.041605866612807206,0.0865418,0.02609683,0,0
D,20.0,0.6,41.42857142857143,0.20428571428571426,0.1251972971193764,0.11221624888564605,0.3394309,0.1883133,0,0
Dstar,20.0,0.6,41.42857142857143,0.20428571428571426,53.191629272111676,32.684663216490044,39.285946,11.9797945,1,0
f,20.0,0.6,41.42857142857143,0.20428571428571426,0.052930737091037974,0.04401822246616525,0.10315889,0.036357436,0,0
D,20.0,0.6,41.42857142857143,0.26571428571428574,0.13567100096399354,0.1246478547975745,0.45475227,0.21861866,0,0
Dstar,20.0,0.6,41.42857142857143,0.26571428571428574,40.89463970920413,29.103813948430055,37.425888,14.905778,0,0
f,20.0,0.6,41.42857142857143,0.26571428571428574,0.052930737091037974,0.04600609742242934,0.12847215,0.045244005,0,0
D,20.0,0.6,41.42857142857143,0.3271428571428572,0.14805710083968718,0.1386051008026468,0.57592046,0.26897347,0,0
Dstar,20.0,0.6,41.42857142857143,0.3271428571428572,33.21573356293435,25.914878110579526,36.02187,13.339862,0,0
f,20.0,0.6,41.42857142857143,0.3271428571428572,0.052930737091037974,0.04752336777390235,0.14194721,0.040162057,0,0
D,20.0,0.6,41.42857142857143,0.38857142857142857,0.162931996484796,0.15466708904790716,0.61063147,0.55222577,0,0
Dstar,20.0,0.6,41.42857142857143,0.38857142857142857,27.96471685997048,23.178406633013655,41.373085,20.22449,0,0
f,20.0,0.6,41.42857142857143,0.38857142857142857,0.05293073709103799,0.0486531618520055,0.13984992,0.08434881,0,0
D,20.0,0.6,41.42857142857143,0.45,0.18112959609218868,0.1737235428006264,0.29569715,0.5562465,0,0
Dstar,20.0,0.6,41.42857142857143,0.45,24.1473110663872,20.862178717313526,39.190845,21.921312,0,0
f,20.0,0.6,41.42857142857143,0.45,0.05293073709103796,0.04949380729065161,0.06660528,0.082649566,0,0
D,20.0,0.6,57.142857142857146,0.02,0.09675353668125607,0.08260422684072515,0.110013686,0.059556756,0,0
Dstar,20.0,0.6,57.142857142857146,0.02,1162.5859536556013,57.07395706929169,30.28541,7.0167336,1,1
f,20.0,0.6,57.142857142857146,0.02,0.04868615059845246,0.03632815809953967,0.06057371,0.019734852,0,0
D,20.0,0.6,57.142857142857146,0.08142857142857143,0.10322383540177552,0.08871928614910336,0.16742074,0.080984294,0,0
Dstar,20.0,0.6,57.142857142857146,0.08142857142857143,285.54742721365636,56.03192180542546,34.566116,9.599381,1,1
f,20.0,0.6,57.142857142857146,0.08142857142857143,0.04868615059845245,0.03684763250913177,0.084837615,0.023776209,0,0
D,20.0,0.6,57.142857142857146,0.14285714285714285,0.11062154360556939,0.09631509253612439,0.21124186,0.12349958,0,0
Dstar,20.0,0.6,57.142857142857146,0.14285714285714285,162.76203351178415,53.91654443110547,42.56557,12.819921,1,1
f,20.0,0.6,57.142857142857146,0.14285714285714285,0.048686150598452445,0.037851840057181896,0.083443925,0.035047367,0,0
D,20.0,0.6,57.142857142857146,0.20428571428571426,0.1191614473309545,0.10543978296322748,0.3526391,0.17603055,0,0
Dstar,20.0,0.6,57.142857142857146,0.20428571428571426,113.8196038543945,51.06823014208974,39.86167,13.287669,1,1
f,20.0,0.6,57.142857142857146,0.20428571428571426,0.048686150598452445,0.03910506951900042,0.10719414,0.0411766,0,0
D,20.0,0.6,57.142857142857146,0.26571428571428574,0.1291302065434663,0.11618050888643748,0.4592041,0.2892729,0,0
Dstar,20.0,0.6,57.142857142857146,0.26571428571428574,87.5064696299915,47.84508639148913,39.107254,17.742958,1,1
f,20.0,0.6,57.142857142857146,0.26571428571428574,0.048686150598452466,0.04039840829553565,0.12763014,0.055395078,0,0
D,20.0,0.6,57.142857142857146,0.3271428571428572,0.1409191638287509,0.12876503271068662,0.5769912,0.28844735,0,0
Dstar,20.0,0.6,57.142857142857146,0.3271428571428572,71.07512380427255,44.53451886039252,38.796967,14.014163,1,1
f,20.0,0.6,57.142857142857146,0.3271428571428572,0.04868615059845246,0.041601310107170796,0.14513788,0.060525,0,0
D,20.0,0.6,57.142857142857146,0.38857142857142857,0.15507693028818148,0.14363381985762227,0.50827533,0.48387218,0,0
Dstar,20.0,0.6,57.142857142857146,0.38857142857142857,59.83898290874417,41.326382396829565,41.6781,18.747364,1,0
f,20.0,0.6,57.142857142857146,0.38857142857142857,0.04868615059845246,0.04265571195221212,0.120077215,0.07382046,0,0
D,20.0,0.6,57.142857142857146,0.45,0.17239721081387444,0.1615166975326832,0.23140943,0.57468474,0,0
Dstar,20.0,0.6,57.142857142857146,0.45,51.67048682913784,38.32558792773873,37.08722,21.803999,1,0
f,20.0,0.6,57.142857142857146,0.45,0.04868615059845246,0.04354996594727313,0.055351794,0.0803697,0,0
D,20.0,0.6,72.85714285714286,0.02,0.09470523733861651,0.0819589398275545,0.11209459,0.051613014,0,0
Dstar,20.0,0.6,72.85714285714286,0.02,2505.872545747831,72.82636820012071,29.81427,7.684435,1,1
f,20.0,0.6,72.85714285714286,0.02,0.046900886484265714,0.035770156573486526,0.061802886,0.020400614,0,0
D,20.0,0.6,72.85714285714286,0.08142857142857143,0.1010385580315566,0.08762997261067113,0.16723233,0.08692097,0,0
Dstar,20.0,0.6,72.85714285714286,0.08142857142857143,615.4774673766601,72.35198519798057,35.515118,10.478494,1,1
f,20.0,0.6,72.85714285714286,0.08142857142857143,0.04690088648426571,0.035936792827997686,0.08505786,0.023685338,0,0
D,20.0,0.6,72.85714285714286,0.14285714285714285,0.10827965469048483,0.09434090985186705,0.21066715,0.11254949,0,0
Dstar,20.0,0.6,72.85714285714286,0.14285714285714285,350.8221564046965,71.33507278414041,42.3837,12.926858,1,1
f,20.0,0.6,72.85714285714286,0.14285714285714285,0.04690088648426571,0.036287799892067304,0.082215905,0.031874094,0,0
D,20.0,0.6,72.85714285714286,0.20428571428571426,0.11663876627341277,0.10228952726235747,0.34213337,0.17025696,0,0
Dstar,20.0,0.6,72.85714285714286,0.20428571428571426,245.33017930398353,69.84234934936345,37.781178,15.089393,1,1
f,20.0,0.6,72.85714285714286,0.20428571428571426,0.046900886484265714,0.03678814529493623,0.101781964,0.03738264,0,0
D,20.0,0.6,72.85714285714286,0.26571428571428574,0.12639648407449594,0.11172681011256189,0.4531042,0.2088663,0,0
Dstar,20.0,0.6,72.85714285714286,0.26571428571428574,188.61406258317004,67.9630021047842,37.66361,12.830477,1,1
f,20.0,0.6,72.85714285714286,0.26571428571428574,0.0469008864842657,0.03739386855649921,0.124598764,0.04837527,0,0
D,20.0,0.6,72.85714285714286,0.3271428571428572,0.13793586584775142,0.12299307028396068,0.5766213,0.35504055,0,0
Dstar,20.0,0.6,72.85714285714286,0.3271428571428572,153.1974482116578,65.79550431420535,38.986546,18.229269,1,1
f,20.0,0.6,72.85714285714286,0.3271428571428572,0.04690088648426571,0.03806051467886322,0.14260286,0.07374906,0,0
D,20.0,0.6,72.85714285714286,0.38857142857142857,0.151793908444605,0.136572961993061,0.4441515,0.37829196,0,0
Dstar,20.0,0.6,72.85714285714286,0.38857142857142857,128.97873397231487,63.43596399255154,40.987362,16.175943,1,1
f,20.0,0.6,72.85714285714286,0.38857142857142857,0.046900886484265734,0.03874929188639289,0.11058201,0.06797335,0,0
D,20.0,0.6,72.85714285714286,0.45,0.168747513803353,0.15318239419423502,0.24522986,0.37890238,0,0
Dstar,20.0,0.6,72.85714285714286,0.45,111.37211314434806,60.96995678458692,38.562443,16.664299,1,1
f,20.0,0.6,72.85714285714286,0.45,0.04690088648426572,0.039430128187830475,0.058839887,0.06418332,0,0
D,20.0,0.6,88.57142857142857,0.02,0.09381155713045643,0.08168096395471859,0.1133169,0.048124783,0,0
Dstar,20.0,0.6,88.57142857142857,0.02,5446.5214754454455,88.55971939406352,32.92507,6.1544547,1,1
f,20.0,0.6,88.57142857142857,0.02,0.046118758408337665,0.03553017136737534,0.0659027,0.019472776,0,0
D,20.0,0.6,88.57142857142857,0.08142857142857143,0.10008511382813856,0.0872002998125658,0.16747275,0.07194771,0,0
Dstar,20.0,0.6,88.57142857142857,0.08142857142857143,1337.742116776074,88.37792849322497,34.018402,9.697173,1,1
f,20.0,0.6,88.57142857142857,0.08142857142857143,0.046118758408337665,0.035580034148925806,0.085559584,0.02741537,0,0
D,20.0,0.6,88.57142857142857,0.14285714285714285,0.10725788031915512,0.09358283029334752,0.20360625,0.1200114,0,0
Dstar,20.0,0.6,88.57142857142857,0.14285714285714285,762.5130065623623,87.97988247215721,41.64682,13.128958,1,1
f,20.0,0.6,88.57142857142857,0.14285714285714285,0.04611875840833765,0.03568861306832018,0.081527896,0.03406703,0,0
D,20.0,0.6,88.57142857142857,0.20428571428571426,0.11553811165438616,0.10102399399619598,0.33795774,0.17077443,0,0
Dstar,20.0,0.6,88.57142857142857,0.20428571428571426,533.2258787149386,87.3742655457899,39.717365,13.911121,1,1
f,20.0,0.6,88.57142857142857,0.20428571428571426,0.04611875840833766,0.03585224796608581,0.10002224,0.039793435,0,0
D,20.0,0.6,88.57142857142857,0.26571428571428574,0.12520375134531733,0.10978242292495477,0.4673904,0.22884277,0,0
Dstar,20.0,0.6,88.57142857142857,0.26571428571428574,409.95322933460335,86.57389519377351,35.055065,15.53579,1,1
f,20.0,0.6,88.57142857142857,0.26571428571428574,0.04611875840833767,0.03606564575642017,0.12619679,0.048360012,0,0
D,20.0,0.6,88.57142857142857,0.3271428571428572,0.13663424244478364,0.12020934655630267,0.57480484,0.32636836,0,0
Dstar,20.0,0.6,88.57142857142857,0.3271428571428572,332.97511203596605,85.59499587843679,40.500084,17.396008,1,1
f,20.0,0.6,88.57142857142857,0.3271428571428572,0.04611875840833766,0.03632229649574043,0.14370826,0.072250366,0,0
D,20.0,0.6,88.57142857142857,0.38857142857142857,0.15036151446610532,0.13279580946134673,0.4052057,0.40249556,0,0
Dstar,20.0,0.6,88.57142857142857,0.38857142857142857,280.335664177339,84.45633898931565,40.260998,20.39629,1,1
f,20.0,0.6,88.57142857142857,0.38857142857142857,0.04611875840833765,0.036614940519729314,0.10462711,0.07951409,0,0
D,20.0,0.6,88.57142857142857,0.45,0.16715513815972238,0.14825153925335996,0.22584374,0.44757116,0,0
Dstar,20.0,0.6,88.57142857142857,0.45,242.0676211309087,83.17833232519384,37.781578,20.469763,1,1
f,20.0,0.6,88.57142857142857,0.45,0.04611875840833768,0.03693602891403634,0.05414565,0.07593433,0,0
D,20.0,0.6,104.28571428571429,0.02,0.09341275746265125,0.08155800726776938,0.11579338,0.05347593,0,0
Dstar,20.0,0.6,104.28571428571429,0.02,11895.46405709915,104.28170694145281,31.070688,6.6418633,1,1
f,20.0,0.6,104.28571428571429,0.02,0.04576900074988599,0.035424148604307655,0.06333487,0.019980721,0,0
D,20.0,0.6,104.28571428571429,0.08142857142857143,0.09965964482018472,0.08702833927157062,0.16663674,0.06593855,0,0
Dstar,20.0,0.6,104.28571428571429,0.08142857142857143,2921.6929263050533,104.2193460015834,34.680653,8.560073,1,1
f,20.0,0.6,104.28571428571429,0.08142857142857143,0.045769000749886,0.03543832063341396,0.08289184,0.020608768,0,0
D,20.0,0.6,104.28571428571429,0.14285714285714285,0.10680191936563127,0.09330364776929367,0.19858916,0.12688708,0,0
Dstar,20.0,0.6,104.28571428571429,0.14285714285714285,1665.364967993881,104.08184553874051,42.857685,11.982168,1,1
f,20.0,0.6,104.28571428571429,0.14285714285714285,0.045769000749886,0.035469518800109914,0.076817036,0.031957936,0,0
D,20.0,0.6,104.28571428571429,0.20428571428571426,0.1150469508426908,0.1005699808663534,0.35105956,0.1916995,0,0
Dstar,20.0,0.6,104.28571428571429,0.20428571428571426,1164.5908867090077,103.87009528937544,39.425518,13.470169,1,1
f,20.0,0.6,104.28571428571429,0.20428571428571426,0.045769000749886005,0.035517429863739514,0.10385507,0.03935916,0,0
D,20.0,0.6,104.28571428571429,0.26571428571428574,0.12467150120501713,0.10907542839276733,0.47403452,0.2639064,0,0
Dstar,20.0,0.6,104.28571428571429,0.26571428571428574,895.3575096741296,103.58545324457768,36.709606,18.15251,1,1
f,20.0,0.6,104.28571428571429,0.26571428571428574,0.04576900074988601,0.03558157858061823,0.12727395,0.06445563,0,0
D,20.0,0.6,104.28571428571429,0.3271428571428572,0.13605340046577236,0.11915845811333015,0.57119614,0.28037122,0,0
Dstar,20.0,0.6,104.28571428571429,0.3271428571428572,727.2336104776771,103.22972171843034,37.709923,16.559502,1,1
f,20.0,0.6,104.28571428571429,0.3271428571428572,0.04576900074988599,0.03566133955848944,0.14049892,0.067263514,0,0
D,20.0,0.6,104.28571428571429,0.38857142857142857,0.14972231686770746,0.13129333810223476,0.4259781,0.43069977,0,0
Dstar,20.0,0.6,104.28571428571429,0.38857142857142857,612.2665323506917,102.80511619306377,41.659676,18.475838,1,1
f,20.0,0.6,104.28571428571429,0.38857142857142857,0.04576900074988601,0.0357559524543884,0.10869726,0.07196599,0,0
D,20.0,0.6,104.28571428571429,0.45,0.1664445496607241,0.14616600254491588,0.21872222,0.34823507,0,0
Dstar,20.0,0.6,104.28571428571429,0.45,528.6872914266289,102.31422797598171,36.637737,17.416496,1,1
f,20.0,0.6,104.28571428571429,0.45,0.04576900074988601,0.03586453983017391,0.054425906,0.060998183,0,0
D,20.0,0.6,120.0,0.02,0.09323278386747434,0.08150288332988281,0.11427037,0.053951677,0,0
Dstar,20.0,0.6,120.0,0.02,26043.06044130634,119.99872613680694,29.574564,6.305002,1,1
f,20.0,0.6,120.0,0.02,0.04561100019253197,0.03537665500799608,0.061944507,0.012892655,0,0
D,20.0,0.6,120.0,0.08142857142857143,0.09946763566576577,0.08695774420389252,0.16495594,0.059548005,0,0
Dstar,20.0,0.6,120.0,0.08142857142857143,6396.541161022607,119.97888900377365,35.43296,8.046691,1,1
f,20.0,0.6,120.0,0.08142857142857143,0.04561100019253196,0.03538052762654483,0.08500588,0.0205569,0,0
